postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,videoUrl,sharedPostUrl
https://www.linkedin.com/feed/update/urn:li:activity:7286318503693852672,https://media.licdn.com/dms/image/v2/D4D22AQFL-_1JZEQhSA/feedshare-shrink_800/B4DZR4wQaTHYAg-/0/1737192704802?e=1763596800&v=beta&t=TICepuVoHyMmZyhIbooez_Z6SpBDePxjUnp36YCq-hM,Image,"Markets volatility is a feature not a bug!!


Recent market volatility has been unnerving many investors. As we saw markets going on a one way rally🎢, we knew we had to get a product out for volatile markets that calmed investors portfolios (and their nerves!)

And thus came the latest product in our bouquet - Corporate FDs!

But then we had to bring our spin to it - these aren’t just by any issuers; these are by issuers vetted by Kotak 🛡️. With special rates for senior citizens and women - this becomes the perfect combination of return with risk. 

Kotak Cherry Rohit Murarka Ankur Pandey Rohan Rajora Chetan Kejriwal 

#corporateFDs #marketvolatility",25,2,3,8mo,Akshar Shah reposted this,Sweety Samaiya,https://www.linkedin.com/in/sweety-samaiya,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-02-16T22:13:00.000Z,,2025-01-18T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7283100362427764736,https://media.licdn.com/dms/image/v2/D4D22AQFP2oMoQYJpuw/feedshare-shrink_800/B4DZRAiIuHHMAg-/0/1736249479004?e=1763596800&v=beta&t=Re9SgskhGhOFa8DNWdJcszX78Scl7aFGPS6NQh92M-s,Image,"We're Revolutionizing Savings! Introducing the Tata Neu Fixed Deposits Marketplace.

We're thrilled to announce the launch of our Fixed Deposits Marketplace on Tata Neu! This innovative platform empowers our customers to easily invest in FDs with leading financial institutions, all within a seamless digital experience.

Here's what makes it special:
- Customer-centric: Simplifies investing for everyone, regardless of their financial background.
- Partnership power: Collaborating with top banks and NBFCs like Suryoday Small Finance Bank Ltd, Shriram Finance Limited, and Bajaj Finance to offer a wide range of options.
- Growth driver: This new offering strengthens the Tata Neu ecosystem and expands our presence in the financial services sector.

We're proud to be driving financial inclusion and empowering our customers to achieve their financial goals.

Invest here: https://lnkd.in/dBYyfBVR

#TataDigital #NeuMoney #Innovation #Fintech #FinancialInclusion #EmployeePride #TataNeu",88,0,17,9mo,Akshar Shah reposted this,Tata Digital,https://www.linkedin.com/company/tata-digital,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-01-17T22:13:00.000Z,,2025-01-09T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7283100211839651840,https://media.licdn.com/dms/image/v2/D4D22AQE5i8C2Ipavtw/feedshare-shrink_1280/B4DZRAobYvHwAo-/0/1736251128262?e=1763596800&v=beta&t=7RL4cGJggk58LAhwJy-GJlQKpS0W7lH9Fh-232uxmcg,Image,"Tata Digital launches Fixed Deposits Marketplace on Tata Neu, expands into retail investments

Link in the comments

Gaurav Hazrati | Vishal Singh 
#mediabrief #TataDigital #TataNeu #FixedDepositsMarketplace #digital #media",22,1,2,9mo,Akshar Shah reposted this,Mediabrief.com,https://www.linkedin.com/company/mediabriefdotcom,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-01-17T22:13:00.000Z,,2025-01-09T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7279722842202554368,,Document,"As curtains draw on 2024, sharing reflections from the year gone by. 

If this year was a ‘Friends’ episode it would be called the ‘One where we find Product Market Fit’ 😀

Got sometime to pen these down.",69,4,3,9mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-01-17T22:13:00.000Z,,2024-12-21T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7276480229328515072,,Text,"How do you know if your customers trust you?

Even tougher—how do you get them to trust you?

In financial services, trust is everything. It doesn’t matter if you have cutting-edge tech, AI, expert support, or the fanciest UI—your survival and success come down to one thing: whether your customers trust you.

But trust isn’t built overnight. It comes from consistency and reliability. One way to earn it is by offering services and products that people have trusted for years. That familiarity creates loyalty, and loyalty keeps customers coming back.

At Fixerra, our goal is simple: we help fintechs launch banking products that build this kind of trust and loyalty.

If you’re a consumer-facing platform, how are you building trust with your customers?",36,0,0,9mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-01-18T22:13:00.000Z,,2024-12-22T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7273932352911790081,https://media.licdn.com/dms/image/v2/D4D22AQEhfLqcXfZ2xg/feedshare-shrink_800/B4DZPGcPyvGUAk-/0/1734201117585?e=1763596800&v=beta&t=ylw9gq7_Vrc3Wig412Wop-1O4nqwcFrNTt76dagMVvI,Image,"From the very start, I was certain about keeping the team size under 20 at  Fixerra.

I’m not sure where this idea came from. Maybe it’s because I read somewhere that WhatsApp and Telegram achieved massive success with surprisingly small teams. 

Or maybe when our accountant warned me saying, “Post 20 employees, you’ll have to deal with compliance headaches!” 😄 

But over time, it’s become more than just a quirky principle. It’s now a core belief—to build a lean team that delivers maximum impact.

And here’s the surprising part: keeping things small hasn’t felt like a constraint. If anything, it’s been an advantage.

With a compact team, we don’t have the bandwidth for endless experiments, and everyone always has something meaningful on their plate. Everyone owns their role and wears multiple hats keeping us nimble and focused.

In the past two years, we’ve done a lot—we’ve pivoted, we’ve failed, we’ve celebrated wins- all with a small team that punches way above its weight.

But sometimes, I genuinely stop and think: ""Are these few people really enough to drive the impact we’re aiming for?"" And then, I realize the answer is a resounding yes.

As we grow, we’ll hold onto this belief, proving that sometimes, less, truly is more.

And no, I’m not too obsessed with the 20-member rule. I might consider 21... but only if she/he promises to help us setting up for the additional compliances too. 😄",216,9,0,9mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-01-18T22:13:00.000Z,,2024-12-15T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7271395592528936960,https://media.licdn.com/dms/image/v2/D4D22AQHL0p0Eltx8GQ/feedshare-shrink_800/feedshare-shrink_800/0/1733583568893?e=1763596800&v=beta&t=gvSPQlkF8qkKrsvyaiJGuf5EQz3KbppKLxhbTqLv5UI,Image,"I scored 99.89% in XAT without knowing the exam pattern! 

It’s funny because I hadn’t even studied for it. When the results came out, I was as surprised as anyone. Honestly this was luck more than talent.

That’s when I started doing my research, talking to friends and family, and realizing the incredible opportunity in front of me.

After preparing for the interviews, I got into XLRI, and that’s where my journey truly began. 

It was during my time there that I discovered my interest in finance and cleared first CFA Level too.

I interned at ITC and later received a placement offer. To everyone around me, I was the “lucky one.” 

But internally, I felt a conflict—I wanted to pursue finance, and ITC's job wasn’t aligned with that vision. I decided to take a leap of faith, rejecting the PPO and giving myself a chance.

In the final round of placements, Kotak came to campus and I converted it.

 At Kotak, I entered wealth management for HNIs and Ultra HNIs, which was completely new territory for me. Two years into it, I vividly remember being handed the personal portfolio of one of Asia’s wealthiest bankers. 

I was the youngest advisor he’d worked with, and the responsibility was daunting. 

But that challenge became one of the biggest lessons of my career. 

I then transitioned to building Kotak's in-house investment app Kotak Cherry as product lead and that's when I got introduced to the world of fintech.

My time at Kotak Wealth and Kotak Cherry laid the foundation for everything I do today and set the stage for Fixerra.

Turns out, not knowing the exam pattern was the best preparation I could have done. 

Life works in mysterious ways!",621,25,1,10mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-12-19T22:13:00.000Z,,2024-12-08T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7262698439564529665,,Text,"One week’s work in one day…

Many fintech partners ask us what the difference is when another TSP like Fixerra has the same banking partner or when they connect directly with the bank or NBFC. What's the edge, the USP, the moat, and all the usual buzzwords 😀

I like to share stories to make my point, and today I have another one.

Recently, a large NBFC increased their FD rates, effective today. But it wasn’t a simple rate change — it involved different rates based on deposit amounts, even for the same tenure.

It was about a week of work — from product to tech to testing. But when you're live with some of the biggest apps and platforms in the country, how do you tell them you'll offer a subpar experience for a week with outdated rates?

This morning, I saw only Fixerra-powered platforms live with the updated rates and amount-based functionality. Huge kudos to our team for pulling this off!

This is where the USP and moat really show up — it’s about getting the details right, and making it happen when it counts 😃

 Fixerra 

#OpenBanking #B2B #BaaS",112,9,2,11mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-11-19T22:13:00.000Z,,2024-11-14T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7260894864911855616,https://media.licdn.com/dms/image/v2/D5622AQFfkgOVvcO9Jw/feedshare-shrink_800/feedshare-shrink_800/0/1730865829785?e=1763596800&v=beta&t=jBCoi_7_63wHRHguarHAxSjR-t--c5Hx92oupOgV7Og,Image,"We are just beginning to revolutionise the Banking-as-a-Service space!

#BankTech #Fixerra #SmallFinanceBank #NBFC #FixedDeposits",27,1,1,11mo,Akshar Shah reposted this,Priyanka Shah Satra,https://www.linkedin.com/in/priyanka-shah-satra-7b73a0a3,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-11-19T22:13:00.000Z,,2024-11-09T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7259777480197038080/
https://www.linkedin.com/feed/update/urn:li:activity:7260505944864813057,https://media.licdn.com/dms/image/v2/D5622AQFfkgOVvcO9Jw/feedshare-shrink_800/feedshare-shrink_800/0/1730865829785?e=1763596800&v=beta&t=jBCoi_7_63wHRHguarHAxSjR-t--c5Hx92oupOgV7Og,Image,"🎉 Congratulations  Fixerra for being a finalist in the Best Innovation in WealthTech category at IFTA 2024!

Join us to celebrate the brightest minds in fintech at IFTA.
- Date: 12th December 2024
- Venue: Aurika, Mumbai (near International Airport)

Fixerra enables consumer fintechs to launch innovative banking products swiftly and compliantly with our API Banking-as-a-Service suite.

Akshar Shah Priyanka Shah Satra Archita Goyal Vijaya Edke

#IndiaFinTechAwards #IFTA2024 #Fintech #Startups #Innovation
#WealthTech",51,2,4,11mo,Akshar Shah reposted this,India FinTech Forum,https://www.linkedin.com/company/india-fintech-forum,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-11-19T22:13:00.000Z,,2024-11-08T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7254366867891376129,,Document,"How often do you get the chance to build the future? 

At Fixerra, we believe Open Banking is the future—and we’re making it happen. We help banks get their products out of the bank and onto digital platforms securely and seamlessly.

Now, we’re looking for problem solvers and future builders to join us. If you're a Backend Engineer who’s excited to work on cutting-edge fintech solutions and shape the next generation of digital banking, we want to hear from you!

Requirements
1. Minimum 2 year experience working in Backend (Node JS)
2. Previous Fintech/Banking experience is a big bonus

Ready to build the future with us? 
Fill out this form to apply : https://lnkd.in/d9v88TvC",56,7,5,11mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-11-19T22:13:00.000Z,,2024-10-22T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7252006415043620864,,Article,"Our latest podcast with Fixerra and Grip is live! 🎙️ 

Join visionary fintech entrepreneurs as they discuss the complexities of equity markets and explore the shifting dynamics of fixed asset investments.

In this video, Akshar Shah, Founder of  Fixerra , Nikhil Aggarwal, Founder of Grip Invest, and Rohit Murarka, Business Head at Kotak Cherry talk about

✅ The evolving landscape of equity and fixed asset investments
✅ The future of equity markets and emerging trends
✅ The growing importance of diversifying with fixed assets for steady returns
✅ Actionable strategies for both experienced investors and newcomers
✅ Personal journeys that have shaped these young founders' approach to fintech and investment
✅ Key advice for the next generation of investors to succeed in a changing financial landscape
✅ Gain valuable insights on these topics and more

Watch the full podcast here: https://lnkd.in/gbBvpwvc

#StaySmartWithCherry #ExpertInsights #Fintech #EquityMarket #RetailInvestors #Investments",31,0,4,1yr,Akshar Shah reposted this,Kotak Cherry,https://www.linkedin.com/company/kotakcherry,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-10-15T22:13:00.000Z,,2024-10-15T00:00:00.000Z,,https://youtu.be/Oa-t4B1aZqg
https://www.linkedin.com/feed/update/urn:li:activity:7251648592078065664,,Text,"Fixerra is looking for a Frontend Intern with skills in #React. 

🚀*Work from home opportunity*🚀

What are we exactly looking for:
1. Experience with version control systems like Git.
2. Knowledge of CSS preprocessors like SASS or LESS. Knowledge of Tailwind Css will be appreciated. 
3. Familiarity with Webpack, Gulp, or other build tools.
4. Basic understanding of RESTful APIs and how to integrate front-end applications with them.
5. Awareness of accessibility standards and interest in SEO principles.
6. Strong attention to detail in software development .
7. Enthusiasm for staying up-to-date with the latest trends in front-end development.
8. Good problem solving skills. 

If you think you fit the role perfectly. 
Please send me your CV with a link to one of your hosted project (that you are proud of) to sumit.mishra@fixerra.in 
Please do not forget to add a link to your github account too. 

CC: Akshar Shah",44,4,3,11mo,Akshar Shah reposted this,Sumit Mishra,https://www.linkedin.com/in/sumitmishra388,https://www.linkedin.com/in/akshar-shah-09427b76/,2024-11-19T22:13:00.000Z,,2024-10-14T00:00:00.000Z,,
